Date,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2022-01-03,1090.69970703125,1092.560063071608,1072.4144270108068,1073.072350487566,5421611
2022-01-04,1115.314453125,1116.6302999168608,1090.767621659652,1096.167106078278,10847728
2022-01-05,1120.5323486328125,1123.8900142203945,1103.9031608660835,1117.0840715601312,11643813
2022-01-06,1096.4393310546875,1113.4542482753575,1093.036299604467,1112.1837671985797,14447422
2022-01-07,1105.287109375,1115.2918179627213,1094.1933827008004,1102.9957788364238,13112115
2022-01-10,1106.194580078125,1114.8155134821716,1096.235236921852,1112.546865746668,9246731
2022-01-11,1114.1575927734375,1122.959869199069,1104.8333701474178,1105.2871477017216,16205164
2022-01-12,1143.899658203125,1145.6465999775994,1118.4453867802188,1121.3039096700534,14800442
2022-01-13,1150.342529296875,1152.9288573014167,1138.1372213894097,1143.9676808227573,11856712
2022-01-14,1152.0213623046875,1164.8619114448381,1146.0548052998683,1150.2064920436621,19930176
2022-01-17,1158.033203125,1163.8182966974196,1151.113845723505,1151.5676232642663,8036453
2022-01-18,1144.21728515625,1162.6159800146693,1141.4721767924434,1159.1677024162393,6215029
2022-01-19,1144.1263427734375,1153.382395693047,1138.4092983141443,1147.9376657412301,9755485
2022-01-20,1124.0941162109375,1138.8403847400798,1113.9078254856918,1134.3484555587602,16494486
2022-01-21,1124.2757568359375,1135.346801419075,1112.5469087972929,1112.5469087972929,13338594
2022-01-24,1078.9254150390625,1136.4811134908573,1068.5803432139946,1122.9825217781415,21868937
2022-01-25,1076.815673828125,1083.8030806982447,1045.8485033488066,1066.0621889520562,24510205
2022-01-27,1060.8668212890625,1069.0339767563958,1048.5934652198375,1059.9140204888515,20020431
2022-01-28,1059.8460693359375,1078.017934914802,1056.4658404650431,1073.0723474370172,14667727
2022-01-31,1082.872802734375,1091.8566616758255,1069.0793340478322,1070.8943241457741,12143683
2022-02-01,1079.2884521484375,1098.2997048603713,1064.9505925353108,1092.5827793272006,13200509
2022-02-02,1081.4888916015625,1092.1288403418266,1077.654885595624,1092.1288403418266,10017691
2022-02-03,1067.513916015625,1089.6106361254972,1064.9957569129651,1085.3228527749714,9572839
2022-02-04,1057.781494140625,1065.5630408955385,1053.1534672742353,1062.1826922435305,11061241
2022-02-07,1051.338623046875,1069.3517076767132,1045.848406713498,1062.6364959751118,10714467
2022-02-08,1069.0113525390625,1070.8036598738815,1048.1170623241183,1057.4866507551692,12060849
2022-02-09,1081.4661865234375,1083.1449592934252,1069.8961201171844,1075.8625563115775,11486225
2022-02-10,1080.3546142578125,1087.001656766208,1073.117576967955,1087.001656766208,12464491
2022-02-11,1078.244873046875,1081.9200993096053,1063.589333751344,1076.815611721634,15943370
2022-02-14,1061.071044921875,1068.51222805093,1049.478175589417,1061.842382684696,10719633
2022-02-15,1097.0972900390625,1099.7970324109424,1059.7779573318865,1066.8107292034042,11212671
2022-02-16,1094.82861328125,1103.9258867242288,1087.1152353023283,1102.564674136133,10392840
2022-02-17,1108.6900634765625,1113.8625995481095,1093.490135555696,1098.0727968089955,12853252
2022-02-18,1100.0238037109375,1114.543124241959,1098.095399258161,1109.0983940447277,6775458
2022-02-21,1088.907470703125,1105.9677545305008,1081.9654302150038,1094.397567035077,11107193
2022-02-22,1083.961669921875,1087.0925067490314,1064.9731031599235,1067.5819938314737,13494914
2022-02-23,1077.178466796875,1091.924736631656,1074.4334787309426,1089.4519430801313,7310110
2022-02-24,1023.502197265625,1061.68372081616,1017.898686427361,1045.8484320167618,24846650
2022-02-25,1036.29736328125,1047.1868232322781,1032.8036005392307,1034.5504219026361,14570089
2022-02-28,1070.599365234375,1074.1384940396586,1017.7171791194404,1017.7171791194404,21297446
2022-03-02,1088.294921875,1089.4066228857582,1056.8287306296572,1059.2107927759948,21471786
2022-03-03,1079.1068115234375,1095.6906334419539,1075.3635370816653,1088.9527394467639,10186748
2022-03-04,1055.1724853515625,1072.7544729060335,1052.8131064294382,1067.6273033179534,10805667
2022-03-07,1016.1517944335938,1049.0699280119093,1008.1887848306609,1033.915246601342,17983310
2022-03-08,1014.3141479492188,1019.0783921160422,989.1321345492771,1003.4246270193086,21289374
2022-03-09,1068.12646484375,1073.979606509246,1013.7014885256095,1014.5409949014582,20414228
2022-03-10,1085.4364013671875,1091.2214951730775,1070.8036652887417,1088.9528474081512,17980493
2022-03-11,1088.5670166015625,1093.943818114771,1078.0858481064058,1078.0858481064058,12257423
2022-03-14,1097.5054931640625,1100.0237723200194,1077.155714119882,1083.0088559221035,8340678
2022-03-15,1072.368896484375,1101.6344851807294,1062.1145569980786,1101.6344851807294,15925769
2022-03-16,1090.4727783203125,1092.5372800733342,1078.562348226625,1080.785630110983,11149828
2022-03-17,1126.022705078125,1133.1462088786634,1095.804191078736,1103.8125671481878,21422098
2022-03-21,1119.5343017578125,1127.0662172407083,1106.6483870778827,1108.917034873752,11999466
2022-03-22,1148.4595947265625,1150.1837333624292,1113.2728127346932,1116.2219467106886,22557065
2022-03-23,1152.112060546875,1163.7502968079698,1144.7617281882726,1144.7617281882726,15462187
2022-03-24,1170.01171875,1172.507315279655,1138.8632080202913,1138.8632080202913,13168266
2022-03-25,1177.8160400390625,1186.9586803579796,1169.2631545676384,1171.758751291034,14222488
2022-03-28,1189.658203125,1193.1972116168258,1173.5734047290432,1184.2360359840545,9891424
2022-03-29,1189.9305419921875,1196.9406312178992,1183.056550030334,1196.9406312178992,8684065
2022-03-30,1212.798583984375,1219.6272100857116,1187.4577299048126,1197.8028020107395,15811550
2022-03-31,1195.466064453125,1211.324036827293,1192.675710357635,1209.1688033285052,13223718
2022-04-01,1205.039794921875,1209.2595303900994,1189.6810859606946,1196.0332520261722,7922880
2022-04-04,1208.6015625,1213.7287329298956,1198.5968533083387,1204.8582876303,7929162
2022-04-05,1191.5185546875,1211.4146780191325,1189.0911268282553,1202.8844761738007,13149870
2022-04-06,1188.342529296875,1195.3526186921656,1173.8458900560404,1173.8458900560404,12257215
2022-04-07,1167.380126953125,1182.421274468946,1164.7257503255234,1177.4755672551814,15496499
2022-04-08,1186.7998046875,1191.0422227636377,1161.549682153434,1161.549682153434,15152495
2022-04-11,1184.3270263671875,1197.1902580082096,1171.985500902164,1179.6988793082892,9254209
2022-04-12,1162.026123046875,1180.8785938343808,1159.462477936667,1173.80033620085,13217742
2022-04-13,1157.760986328125,1176.341262021983,1154.9705125388662,1168.128740800307,10354235
2022-04-18,1154.221923828125,1161.4589617885622,1144.2172148107297,1149.299019397035,9974224
2022-04-19,1198.211181640625,1210.5527078693124,1157.4889336936658,1160.6423338828924,26141820
2022-04-20,1233.4432373046875,1240.4988121615243,1201.9770464553835,1205.6069068296886,25072240
