title,link,pub_date,cleaned_text,sentiment,Date,Close,High,Low,Open,Volume
Microsoft makes 'carbon negative' pledge - BBC.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTE04eVhRN0tTWThtRTlFNVp6Snh1VHlBZ1RJNDNzdktYT2ZKdDVhMnJ2T0ZHYU94ZGNMRnZib0wyY0xDd0V2WC1zMlZHOXExNUVVRGt2RFREONIBXEFVX3lxTE1nQ3hfU3BUR1lRam1zYjBLcVdGcmhyRDFxWWNfbHJueFJfR2FXNUp3QVExWmZPbjczQXkwVzlmWU1mcUItRXY1dFJ1d0FMZEF6cXltcFlhOWxnZlRw?oc=5,2020-01-16,microsoft make carbon negative pledge bbc.com,0.0,2020-01-16,MSFT,MSFT,MSFT,MSFT,MSFT
Microsoft makes 'carbon negative' pledge - BBC.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTE04eVhRN0tTWThtRTlFNVp6Snh1VHlBZ1RJNDNzdktYT2ZKdDVhMnJ2T0ZHYU94ZGNMRnZib0wyY0xDd0V2WC1zMlZHOXExNUVVRGt2RFREONIBXEFVX3lxTE1nQ3hfU3BUR1lRam1zYjBLcVdGcmhyRDFxWWNfbHJueFJfR2FXNUp3QVExWmZPbjczQXkwVzlmWU1mcUItRXY1dFJ1d0FMZEF6cXltcFlhOWxnZlRw?oc=5,2020-01-16,microsoft make carbon negative pledge bbc.com,0.0,2020-01-16,320.69281005859375,326.7263324995013,317.8758534578564,326.36566091783357,32674300
Microsoft makes 'carbon negative' pledge - BBC.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTE04eVhRN0tTWThtRTlFNVp6Snh1VHlBZ1RJNDNzdktYT2ZKdDVhMnJ2T0ZHYU94ZGNMRnZib0wyY0xDd0V2WC1zMlZHOXExNUVVRGt2RFREONIBXEFVX3lxTE1nQ3hfU3BUR1lRam1zYjBLcVdGcmhyRDFxWWNfbHJueFJfR2FXNUp3QVExWmZPbjczQXkwVzlmWU1mcUItRXY1dFJ1d0FMZEF6cXltcFlhOWxnZlRw?oc=5,2020-01-16,microsoft make carbon negative pledge bbc.com,0.0,2020-01-16,306.10125732421875,308.49906160684895,302.2510991592749,306.208462309203,32720000
Microsoft makes 'carbon negative' pledge - BBC.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTE04eVhRN0tTWThtRTlFNVp6Snh1VHlBZ1RJNDNzdktYT2ZKdDVhMnJ2T0ZHYU94ZGNMRnZib0wyY0xDd0V2WC1zMlZHOXExNUVVRGt2RFREONIBXEFVX3lxTE1nQ3hfU3BUR1lRam1zYjBLcVdGcmhyRDFxWWNfbHJueFJfR2FXNUp3QVExWmZPbjczQXkwVzlmWU1mcUItRXY1dFJ1d0FMZEF6cXltcFlhOWxnZlRw?oc=5,2020-01-16,microsoft make carbon negative pledge bbc.com,0.0,2020-01-16,306.325439453125,306.7640756318793,296.9876289739429,301.66627606546274,44289500
Microsoft makes 'carbon negative' pledge - BBC.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTE04eVhRN0tTWThtRTlFNVp6Snh1VHlBZ1RJNDNzdktYT2ZKdDVhMnJ2T0ZHYU94ZGNMRnZib0wyY0xDd0V2WC1zMlZHOXExNUVVRGt2RFREONIBXEFVX3lxTE1nQ3hfU3BUR1lRam1zYjBLcVdGcmhyRDFxWWNfbHJueFJfR2FXNUp3QVExWmZPbjczQXkwVzlmWU1mcUItRXY1dFJ1d0FMZEF6cXltcFlhOWxnZlRw?oc=5,2020-01-16,microsoft make carbon negative pledge bbc.com,0.0,2020-01-16,297.0948181152344,312.76834155330585,296.31505355695003,312.368702549699,45366000
Microsoft makes 'carbon negative' pledge - BBC.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTE04eVhRN0tTWThtRTlFNVp6Snh1VHlBZ1RJNDNzdktYT2ZKdDVhMnJ2T0ZHYU94ZGNMRnZib0wyY0xDd0V2WC1zMlZHOXExNUVVRGt2RFREONIBXEFVX3lxTE1nQ3hfU3BUR1lRam1zYjBLcVdGcmhyRDFxWWNfbHJueFJfR2FXNUp3QVExWmZPbjczQXkwVzlmWU1mcUItRXY1dFJ1d0FMZEF6cXltcFlhOWxnZlRw?oc=5,2020-01-16,microsoft make carbon negative pledge bbc.com,0.0,2020-01-16,294.7359619140625,301.3055679493219,293.0984387666677,296.35400136188343,45386200
Microsoft makes 'carbon negative' pledge - BBC.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTE04eVhRN0tTWThtRTlFNVp6Snh1VHlBZ1RJNDNzdktYT2ZKdDVhMnJ2T0ZHYU94ZGNMRnZib0wyY0xDd0V2WC1zMlZHOXExNUVVRGt2RFREONIBXEFVX3lxTE1nQ3hfU3BUR1lRam1zYjBLcVdGcmhyRDFxWWNfbHJueFJfR2FXNUp3QVExWmZPbjczQXkwVzlmWU1mcUItRXY1dFJ1d0FMZEF6cXltcFlhOWxnZlRw?oc=5,2020-01-16,microsoft make carbon negative pledge bbc.com,0.0,2020-01-16,292.87432861328125,293.19597335455677,289.51153031482573,292.4259654221922,27058300
Microsoft makes 'carbon negative' pledge - BBC.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTE04eVhRN0tTWThtRTlFNVp6Snh1VHlBZ1RJNDNzdktYT2ZKdDVhMnJ2T0ZHYU94ZGNMRnZib0wyY0xDd0V2WC1zMlZHOXExNUVVRGt2RFREONIBXEFVX3lxTE1nQ3hfU3BUR1lRam1zYjBLcVdGcmhyRDFxWWNfbHJueFJfR2FXNUp3QVExWmZPbjczQXkwVzlmWU1mcUItRXY1dFJ1d0FMZEF6cXltcFlhOWxnZlRw?oc=5,2020-01-16,microsoft make carbon negative pledge bbc.com,0.0,2020-01-16,287.7366638183594,288.2934105099022,265.2033564275611,266.1703453675087,56989700
Microsoft makes 'carbon negative' pledge - BBC.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTE04eVhRN0tTWThtRTlFNVp6Snh1VHlBZ1RJNDNzdktYT2ZKdDVhMnJ2T0ZHYU94ZGNMRnZib0wyY0xDd0V2WC1zMlZHOXExNUVVRGt2RFREONIBXEFVX3lxTE1nQ3hfU3BUR1lRam1zYjBLcVdGcmhyRDFxWWNfbHJueFJfR2FXNUp3QVExWmZPbjczQXkwVzlmWU1mcUItRXY1dFJ1d0FMZEF6cXltcFlhOWxnZlRw?oc=5,2020-01-16,microsoft make carbon negative pledge bbc.com,0.0,2020-01-16,303.647705078125,307.5448723417732,302.6611921386578,305.9820887152526,23156700
Microsoft makes 'carbon negative' pledge - BBC.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTE04eVhRN0tTWThtRTlFNVp6Snh1VHlBZ1RJNDNzdktYT2ZKdDVhMnJ2T0ZHYU94ZGNMRnZib0wyY0xDd0V2WC1zMlZHOXExNUVVRGt2RFREONIBXEFVX3lxTE1nQ3hfU3BUR1lRam1zYjBLcVdGcmhyRDFxWWNfbHJueFJfR2FXNUp3QVExWmZPbjczQXkwVzlmWU1mcUItRXY1dFJ1d0FMZEF6cXltcFlhOWxnZlRw?oc=5,2020-01-16,microsoft make carbon negative pledge bbc.com,0.0,2020-01-16,277.8520812988281,278.311148394919,269.7940095834317,271.24933663359343,35151100
Microsoft Sustainability Calculator helps enterprises analyze the carbon emissions of their IT infrastructure - Microsoft,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUnpnWjY2azUyQlJGam5SZF9UaXlNeFB1WV9HazFONnZXTUtRUU9QT1NTTTJLWjJDZjlVVjBreVh1SXV2bnV3RlZlQklZNjlJTTJJeUFNZ1liWFNFS2J0cXlITTUtYUZ1NmUwdlJsU0JUaWZqMmhLUzFCejVXVG5oUFRtV3l0R0tOMGRqYlZJeTNDdUt5U0ZGUTF5djZqcVlQSVI4T1VKc0VaN19OQV9yTVJ4TnFab0dRNGR6YlYwX2YxQXR4dFROeS16UzlYZHBCMjk5MVl5a3gxeGExLUFLUDBfZw?oc=5,2020-01-16,microsoft sustainability calculator help enterprise analyze carbon emission infrastructure microsoft,0.5994,2020-01-16,MSFT,MSFT,MSFT,MSFT,MSFT
Microsoft Sustainability Calculator helps enterprises analyze the carbon emissions of their IT infrastructure - Microsoft,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUnpnWjY2azUyQlJGam5SZF9UaXlNeFB1WV9HazFONnZXTUtRUU9QT1NTTTJLWjJDZjlVVjBreVh1SXV2bnV3RlZlQklZNjlJTTJJeUFNZ1liWFNFS2J0cXlITTUtYUZ1NmUwdlJsU0JUaWZqMmhLUzFCejVXVG5oUFRtV3l0R0tOMGRqYlZJeTNDdUt5U0ZGUTF5djZqcVlQSVI4T1VKc0VaN19OQV9yTVJ4TnFab0dRNGR6YlYwX2YxQXR4dFROeS16UzlYZHBCMjk5MVl5a3gxeGExLUFLUDBfZw?oc=5,2020-01-16,microsoft sustainability calculator help enterprise analyze carbon emission infrastructure microsoft,0.5994,2020-01-16,320.69281005859375,326.7263324995013,317.8758534578564,326.36566091783357,32674300
Microsoft Sustainability Calculator helps enterprises analyze the carbon emissions of their IT infrastructure - Microsoft,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUnpnWjY2azUyQlJGam5SZF9UaXlNeFB1WV9HazFONnZXTUtRUU9QT1NTTTJLWjJDZjlVVjBreVh1SXV2bnV3RlZlQklZNjlJTTJJeUFNZ1liWFNFS2J0cXlITTUtYUZ1NmUwdlJsU0JUaWZqMmhLUzFCejVXVG5oUFRtV3l0R0tOMGRqYlZJeTNDdUt5U0ZGUTF5djZqcVlQSVI4T1VKc0VaN19OQV9yTVJ4TnFab0dRNGR6YlYwX2YxQXR4dFROeS16UzlYZHBCMjk5MVl5a3gxeGExLUFLUDBfZw?oc=5,2020-01-16,microsoft sustainability calculator help enterprise analyze carbon emission infrastructure microsoft,0.5994,2020-01-16,306.10125732421875,308.49906160684895,302.2510991592749,306.208462309203,32720000
Microsoft Sustainability Calculator helps enterprises analyze the carbon emissions of their IT infrastructure - Microsoft,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUnpnWjY2azUyQlJGam5SZF9UaXlNeFB1WV9HazFONnZXTUtRUU9QT1NTTTJLWjJDZjlVVjBreVh1SXV2bnV3RlZlQklZNjlJTTJJeUFNZ1liWFNFS2J0cXlITTUtYUZ1NmUwdlJsU0JUaWZqMmhLUzFCejVXVG5oUFRtV3l0R0tOMGRqYlZJeTNDdUt5U0ZGUTF5djZqcVlQSVI4T1VKc0VaN19OQV9yTVJ4TnFab0dRNGR6YlYwX2YxQXR4dFROeS16UzlYZHBCMjk5MVl5a3gxeGExLUFLUDBfZw?oc=5,2020-01-16,microsoft sustainability calculator help enterprise analyze carbon emission infrastructure microsoft,0.5994,2020-01-16,306.325439453125,306.7640756318793,296.9876289739429,301.66627606546274,44289500
Microsoft Sustainability Calculator helps enterprises analyze the carbon emissions of their IT infrastructure - Microsoft,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUnpnWjY2azUyQlJGam5SZF9UaXlNeFB1WV9HazFONnZXTUtRUU9QT1NTTTJLWjJDZjlVVjBreVh1SXV2bnV3RlZlQklZNjlJTTJJeUFNZ1liWFNFS2J0cXlITTUtYUZ1NmUwdlJsU0JUaWZqMmhLUzFCejVXVG5oUFRtV3l0R0tOMGRqYlZJeTNDdUt5U0ZGUTF5djZqcVlQSVI4T1VKc0VaN19OQV9yTVJ4TnFab0dRNGR6YlYwX2YxQXR4dFROeS16UzlYZHBCMjk5MVl5a3gxeGExLUFLUDBfZw?oc=5,2020-01-16,microsoft sustainability calculator help enterprise analyze carbon emission infrastructure microsoft,0.5994,2020-01-16,297.0948181152344,312.76834155330585,296.31505355695003,312.368702549699,45366000
Microsoft Sustainability Calculator helps enterprises analyze the carbon emissions of their IT infrastructure - Microsoft,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUnpnWjY2azUyQlJGam5SZF9UaXlNeFB1WV9HazFONnZXTUtRUU9QT1NTTTJLWjJDZjlVVjBreVh1SXV2bnV3RlZlQklZNjlJTTJJeUFNZ1liWFNFS2J0cXlITTUtYUZ1NmUwdlJsU0JUaWZqMmhLUzFCejVXVG5oUFRtV3l0R0tOMGRqYlZJeTNDdUt5U0ZGUTF5djZqcVlQSVI4T1VKc0VaN19OQV9yTVJ4TnFab0dRNGR6YlYwX2YxQXR4dFROeS16UzlYZHBCMjk5MVl5a3gxeGExLUFLUDBfZw?oc=5,2020-01-16,microsoft sustainability calculator help enterprise analyze carbon emission infrastructure microsoft,0.5994,2020-01-16,294.7359619140625,301.3055679493219,293.0984387666677,296.35400136188343,45386200
Microsoft Sustainability Calculator helps enterprises analyze the carbon emissions of their IT infrastructure - Microsoft,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUnpnWjY2azUyQlJGam5SZF9UaXlNeFB1WV9HazFONnZXTUtRUU9QT1NTTTJLWjJDZjlVVjBreVh1SXV2bnV3RlZlQklZNjlJTTJJeUFNZ1liWFNFS2J0cXlITTUtYUZ1NmUwdlJsU0JUaWZqMmhLUzFCejVXVG5oUFRtV3l0R0tOMGRqYlZJeTNDdUt5U0ZGUTF5djZqcVlQSVI4T1VKc0VaN19OQV9yTVJ4TnFab0dRNGR6YlYwX2YxQXR4dFROeS16UzlYZHBCMjk5MVl5a3gxeGExLUFLUDBfZw?oc=5,2020-01-16,microsoft sustainability calculator help enterprise analyze carbon emission infrastructure microsoft,0.5994,2020-01-16,292.87432861328125,293.19597335455677,289.51153031482573,292.4259654221922,27058300
Microsoft Sustainability Calculator helps enterprises analyze the carbon emissions of their IT infrastructure - Microsoft,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUnpnWjY2azUyQlJGam5SZF9UaXlNeFB1WV9HazFONnZXTUtRUU9QT1NTTTJLWjJDZjlVVjBreVh1SXV2bnV3RlZlQklZNjlJTTJJeUFNZ1liWFNFS2J0cXlITTUtYUZ1NmUwdlJsU0JUaWZqMmhLUzFCejVXVG5oUFRtV3l0R0tOMGRqYlZJeTNDdUt5U0ZGUTF5djZqcVlQSVI4T1VKc0VaN19OQV9yTVJ4TnFab0dRNGR6YlYwX2YxQXR4dFROeS16UzlYZHBCMjk5MVl5a3gxeGExLUFLUDBfZw?oc=5,2020-01-16,microsoft sustainability calculator help enterprise analyze carbon emission infrastructure microsoft,0.5994,2020-01-16,287.7366638183594,288.2934105099022,265.2033564275611,266.1703453675087,56989700
Microsoft Sustainability Calculator helps enterprises analyze the carbon emissions of their IT infrastructure - Microsoft,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUnpnWjY2azUyQlJGam5SZF9UaXlNeFB1WV9HazFONnZXTUtRUU9QT1NTTTJLWjJDZjlVVjBreVh1SXV2bnV3RlZlQklZNjlJTTJJeUFNZ1liWFNFS2J0cXlITTUtYUZ1NmUwdlJsU0JUaWZqMmhLUzFCejVXVG5oUFRtV3l0R0tOMGRqYlZJeTNDdUt5U0ZGUTF5djZqcVlQSVI4T1VKc0VaN19OQV9yTVJ4TnFab0dRNGR6YlYwX2YxQXR4dFROeS16UzlYZHBCMjk5MVl5a3gxeGExLUFLUDBfZw?oc=5,2020-01-16,microsoft sustainability calculator help enterprise analyze carbon emission infrastructure microsoft,0.5994,2020-01-16,303.647705078125,307.5448723417732,302.6611921386578,305.9820887152526,23156700
Microsoft Sustainability Calculator helps enterprises analyze the carbon emissions of their IT infrastructure - Microsoft,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUnpnWjY2azUyQlJGam5SZF9UaXlNeFB1WV9HazFONnZXTUtRUU9QT1NTTTJLWjJDZjlVVjBreVh1SXV2bnV3RlZlQklZNjlJTTJJeUFNZ1liWFNFS2J0cXlITTUtYUZ1NmUwdlJsU0JUaWZqMmhLUzFCejVXVG5oUFRtV3l0R0tOMGRqYlZJeTNDdUt5U0ZGUTF5djZqcVlQSVI4T1VKc0VaN19OQV9yTVJ4TnFab0dRNGR6YlYwX2YxQXR4dFROeS16UzlYZHBCMjk5MVl5a3gxeGExLUFLUDBfZw?oc=5,2020-01-16,microsoft sustainability calculator help enterprise analyze carbon emission infrastructure microsoft,0.5994,2020-01-16,277.8520812988281,278.311148394919,269.7940095834317,271.24933663359343,35151100
Announcing Windows 10 Insider Preview Build 19546 - Windows Blog,https://news.google.com/rss/articles/CBMipgFBVV95cUxNT3RmMU1fNUphdUdpRDBrX0NKcE9QWWxZS2E0TXVLSWZ0U0ozR2ZFcVJaMHZNQy01TGpsZkotTVZSLTZlV2VSOG9EdmllaXZJOUpfRng3MXc4Vzg5X1ZMRUFFWURJLXJkc2xMTHVEUWxpRHhRR2hiWjNMaFIyNkx5SXQwQUwzMnJqaTBEdlVmbnZoYW1WQV9fVVVpbFM5dEUtV3dqRFRn?oc=5,2020-01-16,announce window 10 insider preview build 19546 windows blog,0.0,2020-01-16,MSFT,MSFT,MSFT,MSFT,MSFT
Announcing Windows 10 Insider Preview Build 19546 - Windows Blog,https://news.google.com/rss/articles/CBMipgFBVV95cUxNT3RmMU1fNUphdUdpRDBrX0NKcE9QWWxZS2E0TXVLSWZ0U0ozR2ZFcVJaMHZNQy01TGpsZkotTVZSLTZlV2VSOG9EdmllaXZJOUpfRng3MXc4Vzg5X1ZMRUFFWURJLXJkc2xMTHVEUWxpRHhRR2hiWjNMaFIyNkx5SXQwQUwzMnJqaTBEdlVmbnZoYW1WQV9fVVVpbFM5dEUtV3dqRFRn?oc=5,2020-01-16,announce window 10 insider preview build 19546 windows blog,0.0,2020-01-16,320.69281005859375,326.7263324995013,317.8758534578564,326.36566091783357,32674300
Announcing Windows 10 Insider Preview Build 19546 - Windows Blog,https://news.google.com/rss/articles/CBMipgFBVV95cUxNT3RmMU1fNUphdUdpRDBrX0NKcE9QWWxZS2E0TXVLSWZ0U0ozR2ZFcVJaMHZNQy01TGpsZkotTVZSLTZlV2VSOG9EdmllaXZJOUpfRng3MXc4Vzg5X1ZMRUFFWURJLXJkc2xMTHVEUWxpRHhRR2hiWjNMaFIyNkx5SXQwQUwzMnJqaTBEdlVmbnZoYW1WQV9fVVVpbFM5dEUtV3dqRFRn?oc=5,2020-01-16,announce window 10 insider preview build 19546 windows blog,0.0,2020-01-16,306.10125732421875,308.49906160684895,302.2510991592749,306.208462309203,32720000
Announcing Windows 10 Insider Preview Build 19546 - Windows Blog,https://news.google.com/rss/articles/CBMipgFBVV95cUxNT3RmMU1fNUphdUdpRDBrX0NKcE9QWWxZS2E0TXVLSWZ0U0ozR2ZFcVJaMHZNQy01TGpsZkotTVZSLTZlV2VSOG9EdmllaXZJOUpfRng3MXc4Vzg5X1ZMRUFFWURJLXJkc2xMTHVEUWxpRHhRR2hiWjNMaFIyNkx5SXQwQUwzMnJqaTBEdlVmbnZoYW1WQV9fVVVpbFM5dEUtV3dqRFRn?oc=5,2020-01-16,announce window 10 insider preview build 19546 windows blog,0.0,2020-01-16,306.325439453125,306.7640756318793,296.9876289739429,301.66627606546274,44289500
Announcing Windows 10 Insider Preview Build 19546 - Windows Blog,https://news.google.com/rss/articles/CBMipgFBVV95cUxNT3RmMU1fNUphdUdpRDBrX0NKcE9QWWxZS2E0TXVLSWZ0U0ozR2ZFcVJaMHZNQy01TGpsZkotTVZSLTZlV2VSOG9EdmllaXZJOUpfRng3MXc4Vzg5X1ZMRUFFWURJLXJkc2xMTHVEUWxpRHhRR2hiWjNMaFIyNkx5SXQwQUwzMnJqaTBEdlVmbnZoYW1WQV9fVVVpbFM5dEUtV3dqRFRn?oc=5,2020-01-16,announce window 10 insider preview build 19546 windows blog,0.0,2020-01-16,297.0948181152344,312.76834155330585,296.31505355695003,312.368702549699,45366000
Announcing Windows 10 Insider Preview Build 19546 - Windows Blog,https://news.google.com/rss/articles/CBMipgFBVV95cUxNT3RmMU1fNUphdUdpRDBrX0NKcE9QWWxZS2E0TXVLSWZ0U0ozR2ZFcVJaMHZNQy01TGpsZkotTVZSLTZlV2VSOG9EdmllaXZJOUpfRng3MXc4Vzg5X1ZMRUFFWURJLXJkc2xMTHVEUWxpRHhRR2hiWjNMaFIyNkx5SXQwQUwzMnJqaTBEdlVmbnZoYW1WQV9fVVVpbFM5dEUtV3dqRFRn?oc=5,2020-01-16,announce window 10 insider preview build 19546 windows blog,0.0,2020-01-16,294.7359619140625,301.3055679493219,293.0984387666677,296.35400136188343,45386200
Announcing Windows 10 Insider Preview Build 19546 - Windows Blog,https://news.google.com/rss/articles/CBMipgFBVV95cUxNT3RmMU1fNUphdUdpRDBrX0NKcE9QWWxZS2E0TXVLSWZ0U0ozR2ZFcVJaMHZNQy01TGpsZkotTVZSLTZlV2VSOG9EdmllaXZJOUpfRng3MXc4Vzg5X1ZMRUFFWURJLXJkc2xMTHVEUWxpRHhRR2hiWjNMaFIyNkx5SXQwQUwzMnJqaTBEdlVmbnZoYW1WQV9fVVVpbFM5dEUtV3dqRFRn?oc=5,2020-01-16,announce window 10 insider preview build 19546 windows blog,0.0,2020-01-16,292.87432861328125,293.19597335455677,289.51153031482573,292.4259654221922,27058300
Announcing Windows 10 Insider Preview Build 19546 - Windows Blog,https://news.google.com/rss/articles/CBMipgFBVV95cUxNT3RmMU1fNUphdUdpRDBrX0NKcE9QWWxZS2E0TXVLSWZ0U0ozR2ZFcVJaMHZNQy01TGpsZkotTVZSLTZlV2VSOG9EdmllaXZJOUpfRng3MXc4Vzg5X1ZMRUFFWURJLXJkc2xMTHVEUWxpRHhRR2hiWjNMaFIyNkx5SXQwQUwzMnJqaTBEdlVmbnZoYW1WQV9fVVVpbFM5dEUtV3dqRFRn?oc=5,2020-01-16,announce window 10 insider preview build 19546 windows blog,0.0,2020-01-16,287.7366638183594,288.2934105099022,265.2033564275611,266.1703453675087,56989700
